recordid,labsampleid,week,weeksample,week_in25,weekredcap,fase,sampletypex,ncqvalue_d1,nresult_d1,ncopyreaction_d1,orf1abcqvalue_d1,orf1abresult_d1,orf1abcopyreaction_d1,ncqvalue_d2,nresult_d2,ncopyreaction_d2,orf1abcqvalue_d2,orf1abresult_d2,orf1abcopyreaction_d2,naddedlod,orf1abaddedlod,reported_value_n_geomean_cr,reported_value_orf_geomean_cr,reported_value_n_geomean_cpst,reported_value_orf_geomean_cpst,rnabatch_num,pcrbatch_num,n_qual_sum,orf1ab_qual_sum,samplecollectiondate,humidity,airtemperaturecelsius,rainfallmm,anyrainduring24hoursbefore,_merge_arm2,dup_labsampleid,locationtype,totalpopulationinsampledsubdistr,locationname_num,district,subdistrict,typeofsamplingphase1_num,_merge_arm1,totalconfirmedcases,totaldeath,_merge_arm5,s4_ra_geomean_cpst_n,s4_ra_geomean_cpst_orf,_merge_ra,concase_plus7d,concase_plus14d,concase_plus21d,_merge_concase,ncqval_mean,orfcqval_mean,ncqval_cat,orfcqval_cat
90.0,100521.0,10.0,10.0,10,week_10_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.012,PCR COV.MCRI.012A,Negative,Negative,2021-09-30,79.0,28.0,0.01016,Yes,matched (3),0.0,Permanent residence,,Taman Melati Apartment,Sleman (semi urban),Mlati,NST water (passive),matched (3),2.0,0.0,matched (3),25.0,25.0,matched (3),3.0,1.0,5.0,matched (3),,,,
90.0,100615.0,11.0,11.0,11,week_11_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.014,PCR COV.MCRI.014,Negative,Negative,2021-10-08,73.0,29.0,0.00508,Yes,matched (3),0.0,Permanent residence,,Taman Melati Apartment,Sleman (semi urban),Mlati,NST water (passive),matched (3),3.0,1.0,matched (3),92.2722385328628,92.2722385328628,matched (3),1.0,5.0,9.0,matched (3),,,,
90.0,100647.0,12.0,12.0,12,week_12_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.015re,PCR COV.MCRI.015reA&B,Negative,Negative,2021-10-14,69.0,29.0,0.01016,No,matched (3),0.0,Permanent residence,,Taman Melati Apartment,Sleman (semi urban),Mlati,NST water (passive),matched (3),1.0,0.0,matched (3),25.0,25.0,matched (3),5.0,9.0,1.0,matched (3),,,,
90.0,100745.0,13.0,13.0,13,week_13_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.016,PCR COV.MCRI.016 A&B,Negative,Negative,2021-10-22,84.0,29.0,0.05842,Yes,matched (3),0.0,Permanent residence,,Taman Melati Apartment,Sleman (semi urban),Mlati,NST water (passive),matched (3),5.0,1.0,matched (3),54.101228608722586,54.101228608722586,matched (3),9.0,1.0,5.0,matched (3),,,,
90.0,100775.0,14.0,14.0,14,week_14_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.017,PCR COV.MCRI.017 A&B,Negative,Negative,2021-10-28,73.0,29.0,0.07112,Yes,matched (3),0.0,Permanent residence,,Taman Melati Apartment,Sleman (semi urban),Mlati,NST water (passive),matched (3),9.0,0.0,matched (3),37.557738247511594,37.557738247511594,matched (3),1.0,5.0,4.0,matched (3),,,,
90.0,100873.0,15.0,15.0,15,week_15_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.018,PCR COV.MCRI.018 A&B,Negative,Negative,2021-11-05,72.0,29.0,0.0,Yes,matched (3),0.0,Permanent residence,,Taman Melati Apartment,Sleman (semi urban),Mlati,NST water (passive),matched (3),1.0,1.0,matched (3),25.0,25.0,matched (3),5.0,4.0,1.0,matched (3),,,,
90.0,100902.0,16.0,16.0,16,week_16_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.020,PCR COV.MCRI.020,Negative,Negative,2021-11-11,73.0,27.0,7.5,Yes,matched (3),0.0,Permanent residence,,Taman Melati Apartment,Sleman (semi urban),Mlati,NST water (passive),matched (3),5.0,0.0,matched (3),221.46669760252107,221.46669760252107,matched (3),4.0,1.0,2.0,matched (3),,,,
90.0,101000.0,17.0,17.0,17,week_17_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.022,PCR COV.MCRI.022A,Negative,Negative,2021-11-19,67.0,30.0,0.02286,Yes,matched (3),0.0,Permanent residence,,Taman Melati Apartment,Sleman (semi urban),Mlati,NST water (passive),matched (3),4.0,0.0,matched (3),188.04194015454286,188.04194015454286,matched (3),1.0,2.0,1.0,matched (3),,,,
90.0,101029.0,18.0,18.0,18,week_18_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.022,PCR COV.MCRI.022A,Negative,Negative,2021-11-25,77.0,30.0,0.08128,Yes,matched (3),0.0,Permanent residence,,Taman Melati Apartment,Sleman (semi urban),Mlati,NST water (passive),matched (3),1.0,0.0,matched (3),49.247408097617445,49.247408097617445,matched (3),2.0,1.0,0.0,matched (3),,,,
90.0,101127.0,19.0,19.0,19,week_19_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.027,PCR COV.MCRI.027,Negative,Negative,2021-12-02,67.0,30.0,0.0,Yes,matched (3),0.0,Permanent residence,,Taman Melati Apartment,Sleman (semi urban),Mlati,NST water (passive),matched (3),2.0,0.0,matched (3),256.82418292823337,256.82418292823337,matched (3),1.0,0.0,3.0,matched (3),,,,
90.0,101156.0,20.0,20.0,20,week_20_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.027,PCR COV.MCRI.027,Negative,Negative,2021-12-09,78.0,30.0,0.01016,Yes,matched (3),0.0,Permanent residence,,Taman Melati Apartment,Sleman (semi urban),Mlati,NST water (passive),matched (3),1.0,0.0,matched (3),79.32352348762936,79.32352348762936,matched (3),0.0,3.0,0.0,matched (3),,,,
90.0,101254.0,21.0,21.0,21,week_21_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.029,PCR COV.MCRI.029A&B,Negative,Negative,2021-12-16,84.0,28.0,0.0381,Yes,matched (3),0.0,Permanent residence,,Taman Melati Apartment,Sleman (semi urban),Mlati,NST water (passive),matched (3),0.0,0.0,matched (3),219.19221753648105,219.19221753648105,matched (3),3.0,0.0,0.0,matched (3),,,,
90.0,101283.0,22.0,22.0,22,week_22_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.030,PCR COV.MCRI.030,Negative,Negative,2021-12-23,82.0,28.0,0.00508,Yes,matched (3),0.0,Permanent residence,,Taman Melati Apartment,Sleman (semi urban),Mlati,NST water (passive),matched (3),3.0,0.0,matched (3),29.327584758323027,29.327584758323027,matched (3),0.0,0.0,1.0,matched (3),,,,
90.0,101364.0,23.0,23.0,23,week_23_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.032,PCR COV.MCRI.032A&B,Negative,Negative,2021-12-29,71.0,29.0,0.00762,Yes,matched (3),0.0,Permanent residence,,Taman Melati Apartment,Sleman (semi urban),Mlati,NST water (passive),matched (3),0.0,0.0,matched (3),25.0,25.0,matched (3),0.0,1.0,5.0,matched (3),,,,
90.0,101411.0,24.0,24.0,24,week_24_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.033,PCR COV.MCRI.033A,Negative,Negative,2022-01-06,61.0,29.0,0.0,Yes,matched (3),0.0,Permanent residence,,Taman Melati Apartment,Sleman (semi urban),Mlati,NST water (passive),matched (3),0.0,0.0,matched (3),46.83685656451951,46.83685656451951,matched (3),1.0,5.0,58.0,matched (3),,,,
91.0,100598.0,11.0,11.0,11,week_11_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.013,PCR COV.MCRI.013A,Negative,Negative,2021-10-07,74.0,27.0,0.0,No,matched (3),0.0,Community WWTP,216.0,Inlet communal WWTP Kalipucang,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),4.0,0.0,matched (3),25.0,25.0,matched (3),8.0,13.0,13.0,matched (3),,,,
91.0,100753.0,13.0,13.0,13,week_13_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.016,PCR COV.MCRI.016 A&B,Negative,Negative,2021-10-22,93.0,27.0,0.419,Yes,matched (3),0.0,Community WWTP,216.0,Inlet communal WWTP Kalipucang,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),13.0,1.0,matched (3),25.0,25.0,matched (3),13.0,24.0,8.0,matched (3),,,,
91.0,100856.0,15.0,15.0,15,week_15_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.018,PCR COV.MCRI.018 A&B,Negative,Negative,2021-11-04,76.0,29.0,0.022,Yes,matched (3),0.0,Community WWTP,216.0,Inlet communal WWTP Kalipucang,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),24.0,0.0,matched (3),60.761547604713606,60.761547604713606,matched (3),8.0,0.0,9.0,matched (3),,,,
91.0,100983.0,17.0,17.0,17,week_17_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.021,PCR COV.MCRI.021A&B,Negative,Negative,2021-11-18,82.0,27.0,0.083,Yes,matched (3),0.0,Community WWTP,216.0,Inlet communal WWTP Kalipucang,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),0.0,0.0,matched (3),34.15651290283982,34.15651290283982,matched (3),9.0,1.0,1.0,matched (3),,,,
91.0,101110.0,19.0,19.0,19,week_19_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.026,PCR COV.MCRI.026,Negative,Negative,2021-12-01,79.0,27.0,0.078,No,matched (3),0.0,Community WWTP,216.0,Inlet communal WWTP Kalipucang,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),1.0,0.0,matched (3),456.70515650134735,456.70515650134735,matched (3),1.0,0.0,0.0,matched (3),,,,
91.0,101237.0,21.0,21.0,21,week_21_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.029,PCR COV.MCRI.029A&B,Negative,Negative,2021-12-15,100.0,26.0,0.144,Yes,matched (3),0.0,Community WWTP,216.0,Inlet communal WWTP Kalipucang,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),0.0,0.0,matched (3),49.17023946434786,49.17023946434786,matched (3),0.0,0.0,0.0,matched (3),,,,
91.0,101346.0,23.0,23.0,23,week_23_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.032,PCR COV.MCRI.032A&B,Negative,Negative,2021-12-28,78.0,28.0,0.007,Yes,matched (3),0.0,Community WWTP,216.0,Inlet communal WWTP Kalipucang,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),0.0,0.0,matched (3),25.0,25.0,matched (3),0.0,0.0,1.0,matched (3),,,,
92.0,100599.0,11.0,11.0,11,week_11_arm_4,1,passive,34.52,positive,32.2,34.01,positive,12.4,33.87,Positive,41.5,33.57,positive,20.6,,,36.5,16.0,365.0,160.0,RNA COV.MCRI.013,PCR COV.MCRI.013A,Positive,Positive,2021-10-07,67.0,29.0,0.0,No,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),4.0,0.0,matched (3),365.37816026686653,160.19900124532612,matched (3),8.0,13.0,13.0,matched (3),34.195,33.79,30<Ct value<=35,2.0
92.0,100754.0,13.0,13.0,13,week_13_arm_4,1,passive,35.74,positive,12.2,,negative,,36.03,Positive,14.0,35.27,positive,8.47,,5.0,13.0,6.51,130.0,65.1,RNA COV.MCRI.016,PCR COV.MCRI.016 A&B,Positive,Positive,2021-10-22,85.0,29.0,0.129,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),13.0,1.0,matched (3),1017.1743754600996,507.6719243377608,matched (3),13.0,24.0,8.0,matched (3),35.885002,35.27,35<Ct value<=40,1.0
92.0,100857.0,15.0,15.0,15,week_15_arm_4,1,passive,,negative,,36.61,positive,5.93,36.84,Positive,12.0,,negative,,5.0,5.0,7.75,5.44,77.5,54.4,RNA COV.MCRI.018,PCR COV.MCRI.018 A&B,Positive,Positive,2021-11-04,68.0,31.0,0.027,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),24.0,0.0,matched (3),1034.4545303876735,726.7036907209457,matched (3),8.0,0.0,9.0,matched (3),36.84,36.61,35<Ct value<=40,1.0
92.0,100984.0,17.0,17.0,17,week_17_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.021,PCR COV.MCRI.021A&B,Negative,Negative,2021-11-18,71.0,29.0,0.025,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),0.0,0.0,matched (3),108.7420467388353,108.7420467388353,matched (3),9.0,1.0,1.0,matched (3),,,,
92.0,101111.0,19.0,19.0,19,week_19_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.027,PCR COV.MCRI.027,Negative,Negative,2021-12-01,74.0,29.0,0.045,No,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),1.0,0.0,matched (3),2376.896023663366,2376.896023663366,matched (3),1.0,0.0,0.0,matched (3),,,,
92.0,101238.0,21.0,21.0,21,week_21_arm_4,1,passive,,negative,,,negative,,36.87,Positive,10.6,,negative,,5.0,,7.28,2.5,72.8,25.0,RNA COV.MCRI.029,PCR COV.MCRI.029A&B,Positive,Negative,2021-12-15,87.0,29.0,0.142,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),0.0,0.0,matched (3),487.37027703744803,167.4426412789047,matched (3),0.0,0.0,0.0,matched (3),36.87,,35<Ct value<=40,
92.0,101347.0,23.0,23.0,23,week_23_arm_4,1,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.031,PCR COV.MCRI.031,Negative,Negative,2021-12-28,69.0,30.0,0.0,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),0.0,0.0,matched (3),4771.355360016709,4771.355360016709,matched (3),0.0,0.0,1.0,matched (3),,,,
92.0,200001.0,,,25,,2,passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),,24.0,0.0,,,,,1.0,9.0,24.0,using only (2),,,,
92.0,101481.0,25.0,25.0,26,week_25_arm_4,2,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.034,PCR COV.MCRI.034,Negative,Negative,2022-01-21,89.0,24.0,0.3403,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),1.0,0.0,matched (3),49.360040482421184,49.360040482421184,matched (3),9.0,24.0,122.0,matched (3),,,,
92.0,101497.0,26.0,26.0,27,week_26_arm_4,2,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.036,PCR COV.MCRI.036A,Negative,Negative,2022-01-27,87.0,27.0,0.2336,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),9.0,0.0,matched (3),42.176284122000965,42.176284122000965,matched (3),24.0,122.0,275.0,matched (3),,,,
92.0,101520.0,27.0,27.0,28,week_27_arm_4,2,passive,34.71,positive,124.0,34.61,positive,53.5,34.76,Positive,120.0,34.88,positive,45.7,,,122.0,49.5,1220.0,495.0,RNA COV.MCRI.035,PCR COV.MCRI.035,Positive,Positive,2022-02-03,83.0,27.0,0.0584,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),24.0,0.0,matched (3),14960.47382961813,6076.14302923954,matched (3),122.0,275.0,337.0,matched (3),34.735,34.745003,30<Ct value<=35,2.0
92.0,101538.0,28.0,28.0,29,week_28_arm_4,2,passive,32.99,positive,192.0,32.83,positive,56.9,33.09,Positive,230.0,32.65,positive,50.4,,,210.0,53.5,2100.0,535.0,RNA COV.MCRI.036,PCR COV.MCRI.036A,Positive,Positive,2022-02-09,91.0,28.0,0.0,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),122.0,1.0,matched (3),4747.427452430769,1210.2043278723725,matched (3),275.0,337.0,343.0,matched (3),33.04,32.74,30<Ct value<=35,2.0
92.0,101556.0,29.0,29.0,30,week_29_arm_4,2,passive,29.56,positive,2030.0,29.46,positive,536.0,29.57,Positive,2120.0,29.41,positive,474.0,,,2080.0,504.0,20800.0,5040.0,RNA COV.MCRI.036,PCR COV.MCRI.036A,Positive,Positive,2022-02-16,81.0,28.0,0.2184,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),275.0,1.0,matched (3),43038.118649816606,10440.370047093053,matched (3),337.0,343.0,200.0,matched (3),29.564999,29.435,25<Ct value<=30,3.0
92.0,101574.0,30.0,30.0,31,week_30_arm_4,2,passive,26.13,positive,21600.0,25.68,positive,6630.0,26.18,Positive,18000.0,25.64,positive,6440.0,,,19700.0,6530.0,197000.0,65300.0,RNA COV.MCRI.036,PCR COV.MCRI.036A,Positive,Positive,2022-02-24,90.0,29.0,0.0711,No,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),337.0,2.0,matched (3),1088659.772360192,360509.76611124305,matched (3),343.0,200.0,83.0,matched (3),26.154999,25.66,25<Ct value<=30,3.0
92.0,101592.0,31.0,31.0,32,week_31_arm_4,2,passive,26.46,positive,10200.0,25.76,positive,3410.0,26.47,Positive,11200.0,25.71,positive,5480.0,,,10700.0,4320.0,107000.0,43200.0,RNA COV.MCRI.037,PCR COV.MCRI.037A&B,Positive,Positive,2022-03-02,90.0,27.0,0.1803,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),343.0,2.0,matched (3),106644.26848171448,43218.634869694804,matched (3),200.0,83.0,43.0,matched (3),26.465,25.735,25<Ct value<=30,3.0
92.0,101610.0,32.0,32.0,33,week_32_arm_4,2,passive,34.95,positive,27.6,,negative,,34.18,Positive,66.5,36.69,positive,3.48,,5.0,42.8,4.17,428.0,41.7,RNA COV.MCRI.037,PCR COV.MCRI.037A&B,Positive,Positive,2022-03-09,86.0,28.0,0.0152,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),200.0,3.0,matched (3),427.89870296601737,41.707313507345454,matched (3),83.0,43.0,32.0,matched (3),34.565002,36.69,30<Ct value<=35,1.0
92.0,101628.0,33.0,33.0,34,week_33_arm_4,2,passive,33.31,positive,86.4,32.36,positive,44.6,33.66,Positive,93.9,33.48,positive,29.9,,,90.0,36.6,900.0,366.0,RNA COV.MCRI.037,PCR COV.MCRI.037A&B,Positive,Positive,2022-03-16,95.0,26.0,0.066,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),83.0,3.0,matched (3),1034.722770444266,420.115920923381,matched (3),43.0,32.0,11.0,matched (3),33.485,32.92,30<Ct value<=35,2.0
92.0,101646.0,34.0,34.0,35,week_34_arm_4,2,passive,29.37,positive,1330.0,29.83,positive,238.0,29.69,Positive,1000.0,30.2,positive,157.0,,,1160.0,193.0,11600.0,1930.0,RNA COV.MCRI.038,PCR COV.MCRI.038A&B,Positive,Positive,2022-03-23,91.0,28.0,0.0152,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),43.0,0.0,matched (3),11555.604700750197,1933.4347674540247,matched (3),32.0,11.0,3.0,matched (3),29.53,30.015,25<Ct value<=30,2.0
92.0,101664.0,35.0,35.0,36,week_35_arm_4,2,passive,30.91,positive,466.0,30.79,positive,127.0,31.18,Positive,351.0,30.63,positive,116.0,,,404.0,121.0,4040.0,1210.0,RNA COV.MCRI.038,PCR COV.MCRI.038A&B,Positive,Positive,2022-03-30,88.0,29.0,0.0,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),32.0,0.0,matched (3),4042.6006480977067,1212.8425289377017,matched (3),11.0,3.0,10.0,matched (3),31.045,30.71,30<Ct value<=35,2.0
92.0,101682.0,36.0,36.0,37,week_36_arm_4,2,passive,33.96,positive,58.4,35.55,positive,5.54,33.98,Positive,48.6,34.16,positive,9.75,,,53.3,7.35,533.0,73.5,RNA COV.MCRI.038,PCR COV.MCRI.038A&B,Positive,Positive,2022-04-06,85.0,28.0,0.0101,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),11.0,0.0,matched (3),532.5780224530487,73.49489778209097,matched (3),3.0,10.0,1.0,matched (3),33.97,34.855,30<Ct value<=35,2.0
92.0,101700.0,37.0,37.0,38,week_37_arm_4,2,passive,34.95,positive,44.6,35.09,positive,10.2,34.99,Positive,59.7,35.59,positive,13.3,,,51.6,11.6,516.0,116.0,RNA COV.MCRI.039&041,PCR COV.MCRI.039&041A,Positive,Positive,2022-04-13,78.0,29.0,0.0127,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),3.0,0.0,matched (3),516.0350375701247,116.18734870888483,matched (3),10.0,1.0,1.0,matched (3),34.97,35.34,30<Ct value<=35,1.0
92.0,101718.0,38.0,38.0,39,week_38_arm_4,2,passive,37.14,positive,10.5,36.48,positive,3.92,36.94,Positive,17.5,36.56,positive,7.28,,,13.5,5.34,135.0,53.4,RNA COV.MCRI.039&041,PCR COV.MCRI.039&041A,Positive,Positive,2022-04-20,91.0,27.0,0.0228,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),10.0,0.0,matched (3),135.29615663425182,53.435269251684325,matched (3),1.0,1.0,0.0,matched (3),37.04,36.52,35<Ct value<=40,1.0
92.0,101736.0,39.0,39.0,40,week_39_arm_4,2,passive,36.1,positive,20.9,,negative,,36.28,Positive,26.5,,negative,,,,23.5,2.5,235.0,25.0,RNA COV.MCRI.039&041,PCR COV.MCRI.039&041A,Positive,Negative,2022-04-26,87.0,26.0,0.1143,No,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),1.0,0.0,matched (3),255.8723305989259,27.227719107703805,matched (3),1.0,0.0,0.0,matched (3),36.19,,35<Ct value<=40,
92.0,101754.0,40.0,40.0,41,week_40_arm_4,2,passive,,negative,,,negative,,38.21,Positive,7.84,,negative,,5.0,,6.26,2.5,62.6,25.0,RNA COV.MCRI.039&041,PCR COV.MCRI.039&041A,Positive,Negative,2022-05-04,85.0,28.0,0.0,No,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),1.0,0.0,matched (3),78.79463998368581,31.46855192818051,matched (3),0.0,0.0,2.0,matched (3),38.21,,35<Ct value<=40,
92.0,101772.0,41.0,41.0,42,week_41_arm_4,2,passive,40.0,positive,20.0,,negative,,,Negative,,40.0,positive,5.0,5.0,5.0,9.0,5.0,90.0,50.0,RNA COV.MCRI.040,PCR COV.MCRI.040A,Positive,Positive,2022-05-11,91.0,28.0,0.0155,No,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),0.0,0.0,matched (3),217.27540709621536,128.6211490483849,matched (3),0.0,2.0,5.0,matched (3),40.0,40.0,35<Ct value<=40,1.0
92.0,101790.0,42.0,42.0,43,week_42_arm_4,2,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.040,PCR COV.MCRI.040A,Negative,Negative,2022-05-18,97.0,26.0,0.0101,No,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),0.0,0.0,matched (3),80.06127001362438,80.06127001362438,matched (3),2.0,5.0,2.0,matched (3),,,,
92.0,101808.0,43.0,43.0,44,week_43_arm_4,2,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.040,PCR COV.MCRI.040A,Negative,Negative,2022-05-25,79.0,28.0,0.0,No,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),2.0,0.0,matched (3),26.62884315177032,26.62884315177032,matched (3),5.0,2.0,0.0,matched (3),,,,
92.0,101833.0,44.0,44.0,45,week_44_arm_4,2,passive,,negative,,,negative,,,Negative,,,negative,,,,2.5,2.5,25.0,25.0,RNA COV.MCRI.040,PCR COV.MCRI.040C,Negative,Negative,2022-06-03,83.0,29.0,0.0127,Yes,matched (3),0.0,Community WWTP,480.0,Inlet communal WWTP Soragan,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),5.0,0.0,matched (3),25.0,25.0,matched (3),2.0,0.0,3.0,matched (3),,,,
93.0,100600.0,11.0,11.0,11,week_11_arm_4,1,passive,,negative,,,negative,,36.87,Positive,5.29,,negative,,5.0,,5.14,2.5,51.4,25.0,RNA COV.MCRI.013,PCR COV.MCRI.013A,Positive,Negative,2021-10-07,67.0,29.0,0.0,No,matched (3),0.0,Community WWTP,200.0,Inlet communal WWTP Sonopakis Kidul,Bantul (rural),Kasihan,IPAL (inlet-passive),matched (3),4.0,0.0,matched (3),51.43928459844675,25.0,matched (3),8.0,13.0,13.0,matched (3),36.87,,35<Ct value<=40,
